orderid,customerid,storeid,orderdate
1930,1395,18,1/22/2018
1931,1326,99,5/24/2018
1932,1096,11,9/15/2017
1933,1014,78,5/24/2018
1934,1509,2,8/21/2018
1935,1915,92,9/25/2017
1936,1416,73,9/5/2018
1937,1517,57,9/9/2018
1938,1014,39,6/7/2018
1939,1151,49,1/21/2018
1940,1384,96,9/6/2018
1941,1285,56,12/15/2017
1942,1160,93,6/13/2018
1943,1323,20,11/12/2017
1944,1253,18,8/25/2018
1945,1553,88,10/22/2017
1946,1783,86,4/15/2018
1947,1994,55,9/4/2018
1948,1241,28,5/9/2018
1949,1252,38,2/23/2018
1950,1452,73,3/4/2018
1951,1055,41,8/13/2018
1952,1872,23,10/20/2017
1953,1425,44,6/18/2018
1954,1109,73,11/16/2017
1955,1127,13,4/25/2018
1956,1617,64,4/2/2018
1957,1238,49,5/3/2018
1958,1775,53,3/31/2018
1959,1022,72,3/22/2018
1960,1953,40,8/26/2018
1961,1759,13,3/29/2018
1962,1250,20,5/2/2018
1963,1338,53,7/8/2018
1964,1329,98,10/8/2017
1965,1233,55,10/5/2017
1966,1083,15,10/16/2017
1967,1073,20,2/22/2018
1968,1826,17,8/24/2018
1969,1705,95,11/19/2017
1970,1531,6,5/15/2018
1971,1782,6,2/8/2018
1972,1833,8,2/24/2018
1973,1007,11,3/28/2018
1974,1553,2,2/10/2018
1975,1573,58,4/3/2018
1976,1293,26,10/22/2017
1977,1763,38,10/2/2017
1978,1431,31,10/16/2017
1979,1050,85,4/29/2018
1980,1994,36,6/28/2018
1981,1434,45,6/28/2018
1982,1377,20,1/6/2018
1983,1252,43,12/29/2017
1984,1663,99,2/19/2018
1985,1650,10,3/7/2018
1986,1463,23,5/12/2018
1987,1297,45,4/9/2018
1988,1565,65,4/24/2018
1989,1079,100,12/29/2017
1990,1392,10,12/24/2017
1991,1630,74,1/10/2018
1992,1283,42,11/10/2017
1993,1004,70,12/18/2017
1994,1477,72,4/15/2018
1995,1817,36,1/15/2018
1996,1153,70,10/7/2017
1997,1605,30,2/11/2018
1998,1852,10,9/2/2018
1999,1276,49,4/21/2018
2000,1299,2,12/10/2017
2001,1662,81,4/2/201     8
2002,1806,63,6/28/2018
2003,1943,8,6/18/2018
2004,1491,32,6/25/2018
2005,1015,21,11/8/2017
2006,1497,71,8/19/2018
2007,1574,69,12/30/2017
2008,1223,7,2/18/2018
2009,1657,47,11/28/2017
2010,1885,94,9/25/2017
2011,1919,31,10/24/2017
2012,1020,14,6/3/2018
2013,1752,23,7/15/2018
2014,1952,29,3/13/2018
2015,1482,5,8/28/2018
2016,1253,84,2/3/2018
2017,1101,80,2/27/2018
2018,1824,84,4/11/2018
2019,1401,38,6/18/2018
2020,1644,10,9/28/2017
2021,1862,24,2/24/2018
2022,1011,32,4/18/2018
2023,1577,74,7/15/2018
2024,1502,25,3/25/2018
2025,1222,13,4/4/2018
2026,1837,23,8/19/2018
2027,1104,94,3/11/2018
2028,1830,71,7/9/2018
2029,1978,11,9/22/2017
2030,1039,99,10/16/2017
2031,1526,1,7/2/2018
2032,1007,83,6/4/2018
2033,1128,18,11/1/2017
2034,1513,95,3/8/2018
2035,1595,60,4/28/2018
2036,1527,32,9/19/2017
2037,1512,82,6/8/2018
2038,1608,30,2/20/2018
2039,1181,98,8/22/2018
2040,1134,91,2/17/2018
2041,1788,21,5/3/2018
2042,1910,29,3/9/2018
2043,1287,80,5/3/2018
2044,1681,14,1/23/2018
2045,1828,76,2/11/2018
2046,1100,49,10/19/2017
2047,1860,93,6/8/2018
2048,1397,31,4/21/2018
2049,1420,28,11/14/2017
2050,1693,47,8/22/2018
2051,1931,17,8/30/2018
2052,1124,3,10/24/2017
2053,1996,84,11/29/2017
2054,1337,57,10/27/2017
2055,1310,94,1/12/2018
2056,1413,24,1/16/2018
2057,1165,10,8/25/2018
2058,1139,65,12/3/2017
2059,1147,18,3/20/2018
2060,1772,21,1/12/2018
2061,1258,62,3/8/2018
2062,1876,39,4/26/2018
2063,1009,97,8/20/2018
2064,1494,37,6/24/2018
2065,1918,100,4/25/2018
2066,1716,95,10/26/2017
2067,1180,6,2/22/2018
2068,1260,94,12/17/2017
2069,1315,15,12/30/2017
2070,1956,66,9/30/2017
2071,1912,42,7/15/2018
2072,1684,62,10/12/2017
2073,1134,98,8/29/2018
2074,1333,66,11/26/2017
2075,1171,80,2/15/2018
2076,1893,20,7/12/2018
2077,1953,7,1/1/2018
2078,1328,68,8/31/2018
2079,1229,93,12/31/2017
2080,1717,76,6/2/2018
2081,1481,97,5/12/2018
2082,1407,61,11/4/2017
2083,1233,20,9/16/2017
2084,1252,28,8/20/2018
2085,1175,47,10/20/2017
2086,1105,1,4/28/2018
2087,1699,19,10/11/2017
2088,1526,46,5/29/2018
2089,1791,58,8/6/2018
2090,1837,100,2/3/2018
2091,1785,38,10/5/2017
2092,1526,21,7/29/2018
2093,1041,82,1/14/2018
2094,1625,98,10/1/2017
2095,1664,90,5/24/2018
2096,1960,10,3/27/2018
2097,1018,62,12/25/2017
2098,1976,99,1/6/2018
2099,1525,66,8/30/2018
2100,1757,3,3/31/2018
2101,1946,97,9/13/2017
2102,1741,91,4/28/2018
2103,1411,73,5/27/2018
2104,1847,44,6/24/2018
2105,1000,77,6/12/2018
2106,1309,55,3/19/2018
2107,1728,15,5/17/2018
2108,1320,17,6/3/2018
2109,1256,35,12/21/2017
2110,1576,63,4/19/2018
2111,1863,91,5/6/2018
2112,1083,45,12/18/2017
2113,1988,8,1/12/2018
2114,1983,25,9/20/2017
2115,1109,59,9/21/2017
2116,1631,28,3/14/2018
2117,1857,36,11/8/2017
2118,1531,96,4/24/2018
2119,1901,43,8/1/2018
2120,1482,65,10/13/2017
2121,1354,19,7/14/2018
2122,1687,72,12/19/2017
2123,1499,95,10/15/2017
2124,1974,63,10/15/2017
2125,1787,17,11/8/2017
2126,1046,95,3/30/2018
2127,1472,66,4/12/2018
2128,1699,42,11/27/2017
2129,1989,64,9/30/2017
2130,1009,32,7/28/2018
2131,1708,60,3/6/2018
2132,1096,39,5/18/2018
2133,1053,70,5/9/2018
2134,1548,43,2/15/2018
2135,1678,63,9/25/2017
2136,1310,61,5/14/2018
2137,1728,26,6/12/2018
2138,1694,64,8/27/2018
2139,1961,61,5/24/2018
2140,1793,92,3/7/2018
2141,1151,17,8/23/2018
2142,1468,58,5/11/2018
2143,1977,21,6/28/2018
2144,1856,37,8/26/2018
2145,1854,97,2/24/2018
2146,1453,100,5/20/2018
2147,1067,45,5/24/2018
2148,1904,32,7/21/2018
2149,1101,3,2/27/2018
2150,1723,1,5/10/2018
2151,1943,95,8/18/2018
2152,1526,50,1/8/2018
2153,1717,32,11/1/2017
2154,1846,29,6/20/2018
2155,1439,73,12/25/2017
2156,1880,88,10/29/2017
2157,1509,67,1/13/2018
2158,1612,48,9/5/2018
2159,1076,33,11/28/2017
2160,1898,60,10/27/2017
2161,1502,72,5/20/2018
2162,1566,92,2/7/2018
2163,1219,44,10/18/2017
2164,1739,66,2/12/2018
2165,1010,40,12/4/2017
2166,1362,55,1/8/2018
2167,1428,18,10/11/2017
2168,1724,22,7/17/2018
2169,1300,46,4/13/2018
2170,1312,43,11/27/2017
2171,1515,5,2/20/2018
2172,1807,56,5/27/2018
2173,1398,56,4/9/2018
2174,1244,81,11/18/2017
2175,1376,44,12/28/2017
2176,1059,70,9/20/2017
2177,1516,12,12/15/2017
2178,1448,27,4/29/2018
2179,1164,57,8/26/2018
2180,1318,49,2/15/2018
2181,1924,2,10/9/2017
2182,1351,11,5/8/2018
2183,1086,34,7/20/2018
2184,1945,24,7/31/2018
2185,1191,39,1/17/2018
2186,1541,12,12/9/2017
2187,1662,46,5/2/2018
2188,1277,19,5/8/2018
2189,1485,68,5/1/2018
2190,1598,65,11/11/2017
2191,1569,98,5/27/2018
2192,1503,54,4/28/2018
2193,1262,93,3/29/2018
2194,1816,90,8/13/2018
2195,1355,76,2/22/2018
2196,1636,83,6/29/2018
2197,1679,84,6/17/2018
2198,1053,75,9/28/2017
2199,1402,82,8/27/2018
2200,1413,72,3/14/2018
2201,1736,12,12/23/2017
2202,1212,56,11/1/2017
2203,1978,69,6/1/2018
2204,1439,93,9/3/2018
2205,1696,63,8/19/2018
2206,1002,95,2/1/2018
2207,1751,69,8/6/2018
2208,1380,34,11/14/2017
2209,1602,98,4/23/2018
2210,1676,88,7/22/2018
2211,1898,20,11/22/2017
2212,1251,40,9/11/2017
2213,1756,29,3/29/2018
2214,1861,53,2/5/2018
2215,1816,11,5/29/2018
2216,1057,47,3/1/2018
2217,1474,92,2/28/2018
2218,1297,23,2/25/2018
2219,1008,92,2/11/2018
2220,1170,33,4/1/2018
2221,1278,42,9/21/2017
2222,1414,54,8/14/2018
2223,1563,65,4/21/2018
2224,1715,7,12/7/2017
2225,1372,6,8/31/2018
2226,1422,38,6/13/2018
2227,1697,11,1/25/2018
2228,1209,31,5/20/2018
2229,1356,59,3/26/2018
2230,1616,73,1/3/2018
2231,1800,62,3/31/2018
2232,1380,100,11/15/2017
2233,1610,78,9/7/2018
2234,1276,21,4/13/2018
2235,1844,62,5/4/2018
2236,1075,15,6/5/2018
2237,1653,39,11/2/2017
2238,1182,43,4/22/2018
2239,1173,9,12/16/2017
2240,1878,73,4/29/2018
2241,1490,64,10/4/2017
2242,1557,86,9/14/2017
2243,1611,97,1/31/2018
2244,1282,33,11/22/2017
2245,1900,25,7/24/2018
2246,1873,6,8/9/2018
2247,1475,79,10/28/2017
2248,1751,24,2/13/2018
2249,1465,9,10/9/2017
2250,1049,94,8/16/2018
2251,1727,28,9/25/2017
2252,1136,12,9/11/2017
2253,1137,43,5/3/2018
2254,1291,88,6/13/2018
2255,1167,79,6/2/2018
2256,1899,82,4/20/2018
2257,1957,33,11/6/2017
2258,1590,27,6/30/2018
2259,1047,84,7/11/2018
2260,1290,83,11/16/2017
2261,1487,43,4/5/2018
2262,1859,85,8/24/2018
2263,1412,91,11/24/2017
2264,1181,90,12/26/2017
2265,1379,92,7/1/2018
2266,1038,83,7/26/2018
2267,1625,40,11/22/2017
2268,1648,1,1/5/2018
2269,1093,15,10/22/2017
2270,1862,42,5/14/2018
2271,1413,73,2/10/2018
2272,1466,87,1/4/2018
2273,1977,24,10/7/2017
2274,1829,57,8/3/2018
2275,1648,78,8/18/2018
2276,1728,10,6/14/2018
2277,1307,47,12/19/2017
2278,1254,8,3/4/2018
2279,1986,16,9/12/2017
2280,1792,87,1/29/2018
2281,1096,26,2/10/2018
2282,1756,38,5/20/2018
2283,1907,17,5/25/2018
2284,1821,50,11/13/2017
2285,1832,18,3/16/2018
2286,1559,75,5/25/2018
2287,1309,99,5/29/2018
2288,1317,63,7/9/2018
2289,1307,33,2/3/2018
2290,1132,17,2/2/2018
2291,1476,60,9/15/2017
2292,1094,92,11/23/2017
2293,1932,20,12/12/2017
2294,1591,43,12/31/2017
2295,1521,62,6/24/2018
2296,1291,27,6/1/2018
2297,1734,40,7/22/2018
2298,1782,6,2/14/2018
2299,1092,49,5/27/2018
2300,1015,61,4/27/2018
2301,1881,69,11/26/2017
2302,1635,81,11/28/2017
2303,1716,46,3/19/2018
2304,1582,97,10/27/2017
2305,1052,98,12/21/2017
2306,1782,68,7/7/2018
2307,1936,98,10/5/2017
2308,1134,95,3/31/2018
2309,1506,19,7/7/2018
2310,1674,74,6/11/2018
2311,1584,3,6/16/2018
2312,1747,85,11/5/2017
2313,1223,78,11/22/2017
2314,1337,97,10/24/2017
2315,1535,66,9/16/2017
2316,1627,84,1/21/2018
2317,1528,88,7/18/2018
2318,1869,42,1/25/2018
2319,1227,54,2/15/2018
2320,1245,95,10/15/2017
2321,1980,97,8/29/2018
2322,1150,41,9/20/2017
2323,1691,35,8/4/2018
2324,1173,22,10/18/2017
2325,1282,69,1/14/2018
2326,1367,65,11/29/2017
2327,1812,60,1/20/2018
2328,1374,49,4/6/2018
2329,1642,13,6/23/2018
2330,1780,55,9/17/2017
2331,1871,42,8/24/2018
2332,1581,39,9/26/2017
2333,1456,85,12/20/2017
2334,1478,78,7/23/2018
2335,1777,66,4/29/2018
2336,1967,23,2/26/2018
2337,1722,14,9/17/2017
2338,1761,90,1/20/2018
2339,1524,48,9/11/2017
2340,1099,54,1/17/2018
2341,1138,44,3/16/2018
2342,1952,19,11/8/2017
2343,1202,35,12/9/2017
2344,1907,40,10/20/2017
2345,1804,15,7/7/2018
2346,1033,63,2/7/2018
2347,1609,26,12/4/2017
2348,1659,92,3/17/2018
2349,1384,67,12/24/2017
2350,1205,45,7/3/2018
2351,1079,61,8/29/2018
2352,1044,19,11/12/2017
2353,1519,94,7/10/2018
2354,1907,22,4/18/2018
2355,1069,39,8/4/2018
2356,1026,47,11/20/2017
2357,1795,29,3/11/2018
2358,1567,35,2/11/2018
2359,1962,48,5/4/2018
2360,1335,37,12/23/2017
2361,1482,60,9/11/2017
2362,1673,5,6/21/2018
2363,1814,10,10/17/2017
2364,1586,38,5/10/2018
2365,1988,65,2/6/2018
2366,1779,74,5/20/2018
2367,1728,64,1/31/2018
2368,1494,77,12/15/2017
2369,1347,99,5/29/2018
2370,1986,7,3/7/2018
2371,1970,46,11/10/2017
2372,1212,44,7/4/2018
2373,1717,77,7/28/2018
2374,1530,37,4/15/2018
2375,1539,92,12/31/2017
2376,1337,88,10/24/2017
2377,1317,16,7/5/2018
2378,1021,88,9/20/2017
2379,1116,83,9/4/2018
2380,1086,9,5/27/2018
2381,1299,32,4/7/2018
2382,1320,17,5/2/2018
2383,1047,64,3/26/2018
2384,1327,100,1/31/2018
2385,1662,37,9/21/2017
2386,1992,60,1/12/2018
2387,1969,14,12/20/2017
2388,1733,40,5/18/2018
2389,1092,90,12/25/2017
2390,1898,95,6/26/2018
2391,1683,35,8/14/2018
2392,1502,36,8/17/2018
2393,1400,91,12/24/2017
2394,1132,77,1/2/2018
2395,1292,18,9/1/2018
2396,1451,78,9/2/2018
2397,1647,34,1/25/2018
2398,1153,3,9/5/2018
2399,1193,80,3/5/2018
2400,1974,39,5/15/2018
2401,1555,19,4/11/2018
2402,1318,3,12/6/2017
2403,1504,82,6/12/2018
2404,1883,74,12/23/2017
2405,1361,12,11/7/2017
2406,1280,6,3/1/2018
2407,1802,71,6/10/2018
2408,1382,84,2/18/2018
2409,1625,56,11/11/2017
2410,1435,13,3/1/2018
2411,1016,32,3/7/2018
2412,1383,15,9/15/2017
2413,1653,96,12/13/2017
2414,1905,80,1/27/2018
2415,1577,51,6/22/2018
2416,1929,81,4/20/2018
2417,1274,32,11/8/2017
2418,1513,86,2/27/2018
2419,1014,22,8/21/2018
2420,1134,84,8/6/2018
2421,1364,64,11/15/2017
2422,1116,98,11/30/2017
2423,1697,80,2/15/2018
2424,1313,63,7/30/2018
2425,1097,44,9/4/2018
2426,1241,6,8/14/2018
2427,1652,11,7/2/2018
2428,1021,50,5/22/2018
2429,1201,72,1/4/2018
2430,1377,36,3/19/2018
2431,1312,96,10/30/2017
2432,1849,62,6/6/2018
2433,1711,39,6/20/2018
2434,1716,19,6/18/2018
2435,1754,22,8/3/2018
2436,1065,37,5/2/2018
2437,1751,53,8/20/2018
2438,1711,9,12/21/2017
2439,1848,71,11/2/2017
2440,1303,19,1/21/2018
2441,1380,59,11/30/2017
2442,1918,79,9/17/2017
2443,1071,70,4/13/2018
2444,1032,46,4/10/2018
2445,1231,68,5/2/2018
2446,1882,34,7/3/2018
2447,1155,13,6/30/2018
2448,1432,68,11/3/2017
2449,1881,29,2/10/2018
2450,1496,63,6/4/2018
2451,1107,12,6/9/2018
2452,1929,57,6/30/2018
2453,1088,42,7/26/2018
2454,1043,6,4/16/2018
2455,1042,15,2/16/2018
2456,1451,11,12/29/2017
2457,1416,44,4/15/2018
2458,1404,12,6/14/2018
2459,1366,16,7/3/2018
2460,1073,33,9/9/2018
2461,1272,73,9/13/2017
2462,1288,6,8/7/2018
2463,1654,49,3/22/2018
2464,1877,80,1/3/2018
2465,1477,30,6/16/2018
2466,1948,5,9/20/2017
2467,1203,63,2/16/2018
2468,1465,26,8/23/2018
2469,1013,88,2/13/2018
2470,1818,9,1/23/2018
2471,1041,19,3/15/2018
2472,1102,32,1/17/2018
2473,1558,69,1/20/2018
2474,1978,6,1/12/2018
2475,1474,47,9/12/2017
2476,1712,34,6/17/2018
2477,1457,22,7/17/2018
2478,1699,23,1/3/2018
2479,1184,37,8/1/2018
2480,1833,56,3/14/2018
2481,1387,26,7/26/2018
2482,1020,97,1/13/2018
2483,1155,88,12/16/2017
2484,1993,1,9/30/2017
2485,1728,85,4/21/2018
2486,1024,4,1/16/2018
2487,1256,44,8/24/2018
2488,1510,9,1/27/2018
2489,1143,34,3/8/2018
2490,1411,19,3/16/2018
2491,1161,27,12/29/2017
2492,1652,24,5/23/2018
2493,1988,19,10/15/2017
2494,1984,48,6/25/2018
2495,1479,42,2/11/2018
2496,1623,33,5/10/2018
2497,1942,8,8/21/2018
2498,1806,24,6/28/2018
2499,1715,27,4/7/2018
2500,1614,30,7/4/2018
2501,1923,80,4/29/2018
2502,1969,1,5/13/2018
2503,1531,50,9/14/2017
2504,1278,69,9/29/2017
2505,1856,36,10/5/2017
2506,1480,59,5/27/2018
2507,1698,32,2/12/2018
2508,1388,40,2/27/2018
2509,1079,16,11/3/2017
2510,1293,50,11/5/2017
2511,1888,76,4/7/2018
2512,1585,70,7/3/2018
2513,1854,67,3/20/2018
2514,1092,64,1/21/2018
2515,1751,73,4/20/2018
2516,1564,46,4/19/2018
2517,1212,92,6/7/2018
2518,1434,39,7/11/2018
2519,1481,90,4/16/2018
2520,1062,97,4/24/2018
2521,1180,85,11/8/2017
2522,1356,97,2/4/2018
2523,1019,100,8/24/2018
2524,1395,7,4/5/2018
2525,1996,53,1/12/2018
2526,1716,31,7/29/2018
2527,1759,12,2/9/2018
2528,1565,30,1/1/2018
2529,1612,73,12/29/2017
2530,1738,84,12/17/2017
2531,1832,26,6/3/2018
2532,1527,31,11/6/2017
2533,1053,11,7/29/2018
2534,1791,22,9/9/2018
2535,1832,62,4/2/2018
2536,1900,97,10/22/2017
2537,1550,69,9/16/2017
2538,1229,6,1/22/2018
2539,1833,71,5/11/2018
2540,1452,36,3/27/2018
2541,1342,43,9/13/2017
2542,1388,18,1/21/2018
2543,1673,30,10/25/2017
2544,1209,90,9/21/2017
2545,1375,89,5/2/2018
2546,1515,88,11/29/2017
2547,1513,40,7/16/2018
2548,1906,44,4/21/2018
2549,1750,91,9/25/2017
2550,1318,77,7/12/2018
2551,1419,47,2/18/2018
2552,1613,3,6/2/2018
2553,1262,22,10/21/2017
2554,1664,96,4/29/2018
2555,1581,73,7/16/2018
2556,1842,19,1/4/2018
2557,1648,53,12/31/2017
2558,1721,2,10/20/2017
2559,1564,28,3/10/2018
2560,1338,92,7/19/2018
2561,1190,79,10/10/2017
2562,1911,33,11/15/2017
2563,1853,54,11/13/2017
2564,1289,29,10/30/2017
2565,1024,28,10/25/2017
2566,1486,46,1/8/2018
2567,1656,60,11/19/2017
2568,1435,9,1/22/2018
2569,1226,24,10/30/2017
2570,1154,11,8/20/2018
2571,1871,75,12/5/2017
2572,1265,32,8/25/2018
2573,1307,16,10/8/2017
2574,1170,74,12/20/2017
2575,1243,39,4/23/2018
2576,1237,61,1/22/2018
2577,1207,15,1/9/2018
2578,1720,20,8/21/2018
2579,1479,95,12/17/2017
2580,1643,19,5/25/2018
2581,1158,19,11/8/2017
2582,1679,96,6/11/2018
2583,1435,80,5/6/2018
2584,1967,13,9/24/2017
2585,1500,2,11/8/2017
2586,1575,83,3/29/2018
2587,1317,57,8/5/2018
2588,1923,97,11/18/2017
2589,1808,6,3/28/2018
2590,1013,96,12/26/2017
2591,1020,21,12/12/2017
2592,1200,20,10/14/2017
2593,1772,21,9/5/2018
2594,1166,73,3/12/2018
2595,1663,10,12/23/2017
2596,1221,5,10/16/2017
2597,1343,56,6/25/2018
2598,1874,7,1/1/2018
2599,1700,79,3/2/2018
2600,1321,10,4/30/2018
2601,1530,36,12/12/2017
2602,1473,3,2/3/2018
2603,1862,97,5/24/2018
2604,1498,73,7/29/2018
2605,1451,76,7/7/2018
2606,1088,81,2/18/2018
2607,1756,71,12/27/2017
2608,1012,32,5/15/2018
2609,1739,99,10/5/2017
2610,1480,43,2/17/2018
2611,1343,52,7/11/2018
2612,1823,97,4/23/2018
2613,1505,84,5/20/2018
2614,1845,100,2/21/2018
2615,1680,45,1/25/2018
2616,1601,67,7/8/2018
2617,1272,89,2/15/2018
2618,1992,40,10/19/2017
2619,1878,14,7/22/2018
2620,1771,26,3/21/2018
2621,1507,92,5/27/2018
2622,1632,35,2/11/2018
2623,1475,97,2/22/2018
2624,1520,62,5/15/2018
2625,1283,31,2/21/2018
2626,1534,83,9/22/2017
2627,1362,69,2/6/2018
2628,1322,64,11/16/2017
2629,1590,21,8/9/2018
2630,1874,87,12/14/2017
2631,1460,85,10/5/2017
2632,1157,69,11/9/2017
2633,1970,27,5/13/2018
2634,1918,24,12/3/2017
2635,1503,88,2/14/2018
2636,1612,94,3/28/2018
2637,1822,54,12/4/2017
2638,1154,6,3/13/2018
2639,1442,52,6/20/2018
2640,1438,97,1/24/2018
2641,1192,33,11/26/2017
2642,1860,6,6/12/2018
2643,1190,23,8/12/2018
2644,1962,15,8/4/2018
2645,1051,7,4/3/2018
2646,1115,57,12/28/2017
2647,1110,35,2/5/2018
2648,1969,77,6/6/2018
2649,1918,73,10/29/2017
2650,1685,83,6/1/2018
2651,1570,14,10/18/2017
2652,1667,84,10/18/2017
2653,1988,43,6/12/2018
2654,1520,58,4/5/2018
2655,1767,88,1/14/2018
2656,1074,40,3/2/2018
2657,1038,51,8/14/2018
2658,1323,50,11/19/2017
2659,1760,32,5/11/2018
2660,1255,58,4/25/2018
2661,1235,5,1/5/2018
2662,1805,68,11/15/2017
2663,1154,68,12/21/2017
2664,1087,66,8/2/2018
2665,1455,58,8/3/2018
2666,1123,91,6/1/2018
2667,1156,95,7/29/2018
2668,1300,52,2/17/2018
2669,1032,91,6/11/2018
2670,1546,27,10/7/2017
2671,1680,10,12/18/2017
2672,1083,47,12/20/2017
2673,1970,86,9/2/2018
2674,1661,91,12/13/2017
2675,1688,51,10/18/2017
2676,1338,32,1/9/2018
2677,1497,49,2/7/2018
2678,1113,91,9/27/2017
2679,1932,39,12/1/2017
2680,1901,69,7/16/2018
2681,1824,12,8/29/2018
2682,1212,51,6/15/2018
2683,1601,62,1/10/2018
2684,1242,37,4/5/2018
2685,1364,91,9/27/2017
2686,1904,53,5/22/2018
2687,1107,95,6/21/2018
2688,1844,79,5/29/2018
2689,1005,43,1/25/2018
2690,1211,79,4/16/2018
2691,1684,49,7/9/2018
2692,1528,39,10/26/2017
2693,1978,23,1/14/2018
2694,1673,49,4/27/2018
2695,1854,54,2/28/2018
2696,1335,21,5/1/2018
2697,1649,99,9/20/2017
2698,1863,97,4/4/2018
2699,1233,87,7/19/2018
2700,1176,73,8/23/2018
2701,1244,45,11/8/2017
2702,1972,78,3/28/2018
2703,1288,96,1/2/2018
2704,1635,1,8/21/2018
2705,1326,59,6/30/2018
2706,1969,21,9/2/2018
2707,1643,20,9/23/2017
2708,1850,14,8/12/2018
2709,1294,55,9/19/2017
2710,1866,81,7/5/2018
2711,1713,92,3/29/2018
2712,1311,3,6/2/2018
2713,1750,32,5/24/2018
2714,1731,15,10/23/2017
2715,1859,59,7/25/2018
2716,1146,54,9/9/2018
2717,1437,90,8/19/2018
2718,1891,73,7/25/2018
2719,1524,94,7/25/2018
2720,1671,70,11/12/2017
2721,1829,12,2/15/2018
2722,1129,45,7/20/2018
2723,1545,39,8/23/2018
2724,1012,5,5/26/2018
2725,1433,5,4/30/2018
2726,1309,51,8/10/2018
2727,1087,19,6/9/2018
2728,1549,70,12/24/2017
2729,1963,73,4/17/2018
2730,1935,24,10/18/2017
2731,1997,35,11/2/2017
2732,1660,4,8/26/2018
2733,1201,45,8/14/2018
2734,1877,29,6/16/2018
2735,1161,70,8/9/2018
2736,1112,97,1/3/2018
2737,1800,46,11/10/2017
2738,1979,84,8/28/2018
2739,1364,89,1/28/2018
2740,1339,14,12/26/2017
2741,1107,7,7/28/2018
2742,1352,88,8/12/2018
2743,1240,3,12/21/2017
2744,1759,13,7/11/2018
2745,1059,96,4/5/2018
2746,1869,22,1/7/2018
2747,1466,35,7/25/2018
2748,1955,17,9/28/2017
2749,1595,87,12/30/2017
2750,1908,52,12/3/2017
2751,1207,43,12/21/2017
2752,1461,69,9/19/2017
2753,1191,10,3/13/2018
2754,1692,87,1/15/2018
2755,1253,32,3/15/2018
2756,1527,36,5/9/2018
2757,1677,83,12/30/2017
2758,1637,81,11/2/2017
2759,1905,37,8/16/2018
2760,1916,1,1/15/2018
2761,1176,92,5/12/2018
2762,1462,48,4/26/2018
2763,1035,44,10/3/2017
2764,1027,95,8/9/2018
2765,1731,76,4/10/2018
2766,1886,3,3/3/2018
2767,1015,36,4/15/2018
2768,1341,99,11/24/2017
2769,1848,1,4/22/2018
2770,1911,91,4/18/2018
2771,1953,77,11/16/2017
2772,1853,39,9/18/2017
2773,1083,45,6/1/2018
2774,1167,19,5/26/2018
2775,1170,26,3/9/2018
2776,1576,24,3/22/2018
2777,1100,34,2/5/2018
2778,1088,4,6/24/2018
2779,1587,95,10/21/2017
2780,1848,88,8/3/2018
2781,1560,36,6/23/2018
2782,1121,88,4/8/2018
2783,1950,3,5/17/2018
2784,1141,29,6/27/2018
2785,1225,5,2/23/2018
2786,1417,51,3/2/2018
2787,1782,99,8/13/2018
2788,1726,40,1/22/2018
2789,1645,22,7/26/2018
2790,1442,40,5/10/2018
2791,1432,38,10/31/2017
2792,1594,3,9/12/2017
2793,1608,43,7/23/2018
2794,1764,29,6/13/2018
2795,1310,17,12/14/2017
2796,1083,4,5/22/2018
2797,1256,67,9/27/2017
2798,1670,15,4/5/2018
2799,1141,85,1/7/2018
2800,1357,19,5/20/2018
2801,1505,2,12/29/2017
2802,1591,63,1/17/2018
2803,1632,86,7/4/2018
2804,1774,13,11/10/2017
2805,1451,35,3/25/2018
2806,1810,78,2/5/2018
2807,1191,4,1/4/2018
2808,1467,19,1/14/2018
2809,1811,4,1/12/2018
2810,1363,55,6/9/2018
2811,1093,67,11/13/2017
2812,1222,85,9/18/2017
2813,1476,63,6/10/2018
2814,1157,74,3/14/2018
2815,1119,30,2/22/2018
2816,1627,14,12/9/2017
2817,1134,53,1/28/2018
2818,1011,44,1/10/2018
2819,1913,63,4/30/2018
2820,1083,37,11/27/2017
2821,1494,11,11/4/2017
2822,1487,31,9/26/2017
2823,1310,91,7/23/2018
2824,1799,42,5/6/2018
2825,1251,48,11/4/2017
2826,1984,9,12/26/2017
2827,1231,89,5/7/2018
2828,1376,53,8/24/2018
2829,1740,72,1/19/2018
2830,1480,81,11/14/2017
2831,1498,44,6/28/2018
2832,1561,84,12/8/2017
2833,1693,60,3/13/2018
2834,1790,93,4/2/2018
2835,1653,9,7/11/2018
2836,1420,28,5/7/2018
2837,1612,15,5/13/2018
2838,1593,62,9/3/2018
2839,1169,70,3/10/2018
2840,1999,87,8/15/2018
2841,1733,24,4/27/2018
2842,1365,99,5/9/2018
2843,1082,21,2/4/2018
2844,1828,44,7/27/2018
2845,1359,32,11/9/2017
2846,1155,47,2/2/2018
2847,1944,31,10/15/2017
2848,1301,80,12/26/2017
2849,1454,49,6/16/2018
2850,1979,18,10/26/2017
2851,1370,74,10/22/2017
2852,1413,69,9/13/2017
2853,1445,18,2/27/2018
2854,1761,53,10/12/2017
2855,1042,19,1/30/2018
2856,1382,25,6/14/2018
2857,1110,74,11/6/2017
2858,1087,6,3/31/2018
2859,1626,46,11/13/2017
2860,1413,89,4/1/2018
2861,1820,71,9/24/2017
